Kommune;Adresse;Bygningsnavn;Fredningsaar;Opfoerelsesaar;beskrivelse
Guldborgsund;Vennerslundsvej 15, 17 og 19;Vennerslund;1950;1845;Den gamle hovedbygning (ca. 1770), den nye hovedbygning (1845 af O.M. Glahn). Fredet 1950.
Guldborgsund;Vestergade 15;Den tidl;1945;1786;Latinskole, Nykøbing. Forhus med sidehus (1786). Fredet 1945.
Guldborgsund;Vestergade 16;Trojels Gård, Stubbekøbing;1919;1700;Forhuset (1700-tallet). Fredet 1919.*
Guldborgsund;Vestergade 43;Vestergade 43, Stubbekøbing;1954;1847;Forhuset (1847 vistnok af H. Thrane). Fredet 1954.*
Guldborgsund;Ålholm Parkvej 4;Ålholm;1918;1300;"Hovedbygningen (nordøstre tårn og vestmur 1300-tallet; østfløj 1581; hele anlægget ombygget 1889 af Hans J. Holm) og pavillonen ""Bjørnehuset"". Fredet 1918."
Guldborgsund;Østergade 13;Østergade 13, Nysted;1984;1876;Forhuset (1876). Fredet 1984.
Guldborgsund;Østergade 9;Østergade 9, Nysted;1984;1877;Forhus og baghus (1877-78). Fredet 1984.
Guldborgsund;Østre Allé 2;Bispegården, Nykøbing;1977;1850;Hovedbygningen (1850 af Gottlieb Bindesbøll) samt arkaden og den hermed forbundne, enetages bygning (1910). Fredet 1977.
Haderslev;Aarø 145;Brummersgård;1989;1860;Det 13 fag lange grundmurede stråtækte stuehus (ca. 1860). Fredet 1989. Bulladen (opført ca. 1650, flyttet 1835 og 1999). Fredet 1950.
Haderslev;Aastrup Allé 15;Åstrupgård;1954;1787;Hovedbygningen (ca. 1787). Fredet 1954.*
Haderslev;Aastrupvej 11B (tidl;nr;1950;1800;13). Aastrupvej 11B (tidl. nr. 13). Hovedbygningen (1800-tallet). Fredet 1950.*
Haderslev;Apotekergade 1;Apotekergade 1;1964;1600;Gavlhuset (ca. 1600). Fredert 1964.*
Haderslev;Apotekergade 11;Apotekergade 11;1964;1300;Den middelalderlige kælder (1300-1400-tallet). Fredet 1964.
Haderslev;Apotekergade 9 A;Hjorteapoteket;1971;1842;Forhus (1842-43 af Paul Christiansen) og sidehus (1682 og senere). Fredet 1971.*
Haderslev;Badstuegade 14;Badstuegade 14;1972;;Gavlhuset. Fredet 1972.*
Haderslev;Badstuegade 16 A;Badstuegade 16 A;1921;1821;Forhuset med de to sidefløje (1821). Fredet 1921.*
Haderslev;Brogårdvej 4;Nybøl;1986;1700;Stuehus og hesterundgang (slutn. af 1700-tallet). Fredet 1986.*
Haderslev;Christiansdalsvej 50;Christiansdals Vandkraftværk;2001;1911;Vandkraftværket med tilhørende turbinekammer (1911 og udvidet 1920), slusen og dæmningen der opstemmer Christiansdal Elværksdam mod øst, den overdækkede kanal fra dammen til kraftværket, slusen og trykrøret fra Højkanalen til Kraftværket og den betonstøbte udløbskanal med broen samt funktionærboligen (antagelig 1911). Fredet 2001.
Haderslev;Christiansfeldvej 4 A og B;Catharinaheim;1988;1896;Boligfløjen med tilhørende pedelbolig og to vaskehuse (1896 af W. Voigt) samt pryd- og nyttehave. Fredet 1988.
Haderslev;Domkirkepladsen 1;Domkirkepladsen 1;1978;1700;Forhus og sidehus (1700-tallet) (tidl. side- og tværhus til Torvet 7).Fredet 1978.
Haderslev;Domkirkepladsen 3, (tidl;Smedegade 3);1971;1733;Den gamle Latinskole. Skolebygningen (1733). Fredet 1971.
Haderslev;Gammelting 1 og 2;Retsbygningen;1945;;Forhuset. Fredet 1945.
Haderslev;Gravene 8 og 8 A;Haderslev Posthus;2003;1926;Haderslev Posthus (1926 af Vilhelm Petersen) bestående af posthus med bagbygning. Fredet 2003.
Haderslev;Gåskærgade 19B;Harmonien;1945;1850;"Hovedbygningen med ""Hvide sal"" (ca. 1850). Fredet 1945.*"
Haderslev;Gåskærgade 27 og 27 A;Gåskærgade 27-27 A;1988;1759;Det tifags langhus (de tre østlige fag 1759 og de syv vestlige fag 1781). Fredet 1988.*
Haderslev;Gåskærgade 28;Den tidl;1954;1854;Katedralskole. Forhuset og de to sidehuse (1854), muren mod Gåskærgade samt det toetages house med gymnastiksalen og det enetages hus med pedelboligen i gården (1854). Fredet 1954.*
Haderslev;Gåskærgade 30;Gåskærgade 30;1988;1856;Forhuset (1856). Fredet 1988.*
Haderslev;Hornsgårdsvej 7;Agerskovhuset;1997;1600;Gårdstuehuset (opført som bulhus i 1600-tallet og omsat i grundmur 1783). Fredet 1997.*
Haderslev;Højgade 3;Højgade 3;1971;1795;Forhuset (1795). Fredet 1971.*
Haderslev;Jomfrugang 12;Jomfrugang 12;1971;;Forhuset. Fredet 1971.*
Haderslev;Klostret 23-25;Häger Stiftung;1988;1700;"De to forhuse (nr. 23: beg. 1700-tallet, 1823, ca. 1850 og 1892; nr. 25: ca. 1750, 1853 og 1892). Fredet 1988.*"
Haderslev;Klostret 28;Klostret 28;1988;1853;Det grundmurede toetages hus (1853). Fredet 1988.*
Haderslev;Kvistrupvej 36;Amtsforstandergården;2000;1844;Amtsforstandergårdens stuehus (1844). Fredet 2000.
Haderslev;Laurids Skausgade 8;Laurids Skausgade 8;1990;1837;Forhuset og bagbygningen opført som fattiggård og sygehus (1837-38 af Paul Christiansen) samt mellembygningen (ombygget 1938). Fredet 1990.*
Haderslev;Lavgade 12;Lavgade 12;1992;1812;Det grundmurede gavlhus og sidehus (1812, de yderste tre fag i sidehuset 1863). Fredet 1992.*
Haderslev;Lavgade 5-7;Haderslev Rådhus (tidl.);1990;1636;Det tidl. rådhus (1636-38, ombygget 1856 af L.A. Winstrup og senere). Fredet 1990.
Haderslev;Lille Slagtergade 17, (tidl;Gåskærgade 66);1972;1760;Lille Slagtergade 17. Forhuset (1760). Fredet 1972.*
Haderslev;Moltrup Landevej 75;Diddesminde;1989;1832;Stuehuset (1832) med sammenbygget staldbygning (1840) og sammenbygget ladebygning (1901), samt den fritliggende ladebygning mod øst (1840) og den brolagte gårdsplads. Fredet 1989.*
Haderslev;Moltrupvej 1;Moltrupvej 1;1988;1838;Det tifags grundmurede langhus opført som skole (1838, udv. 1861). Fredet 1988.*
Haderslev;Moltrupvej 1 A;Sct;1994;1924;Severin Skole. Den vinkelformede hovedbygning og den i vinkel hermed sammenbyggede sidebygning mod nord (1924 af Christian Fr.O. Hansen, sidebygning forlænget i 1954 af E. Bløcher) samt drikkevandsfontænen i skolegården og skolens interiørudsmykning (Kai Trier). Fredet 1994.
Haderslev;Møllepladsen 2, hj;af Højgade;1971;1800;Hiort Lorenzens Hus. Forhuset (ca. 1800). Fredet 1971.*
Haderslev;Møllepladsen 4;Haderslev Slotsvandmølle;1950;1827;Det store hjørnehus ved Møllepladsen (1827). Fredet 1950.
Haderslev;Naffet 14;Naffet 14;1989;1740;Bindingsværksforhuset og bindingsværkssidehuset (ca. 1740). Fredet 1989.*
Haderslev;Naffet 2 A;Det gamle Amtskontor;1945;1800;Forhuset (ca. 1800). Fredet 1945.*
Haderslev;Naffet 24;Naffet 24;1971;1625;Forhuset (ca. 1625). Fredet 1971.*
Haderslev;Naffet 27;Naffet 27;1987;1852;Forhuset (1852). Fredet 1987.*
Haderslev;Naffet 30;Naffet 30;1980;1851;Forhuset (1851). Fredet 1980.
Haderslev;Nygårdvej 4;Nygård;1954;;Hovedbygningen. Fredet 1954.*
Haderslev;Nørregade 4;Nørregade 4;1984;1781;Gavlhuset (1781, ombygget ca. 1840). Fredet 1984.*
Haderslev;Præstegade 1 A, hj;af Jomfrugang;1971;;Præstegade 1 A. Forhuset. Fredet 1971.*
Haderslev;Præstegade 12 A;Wilhelminenheim,Wilhelminen Schule (tidl.);1988;1829;Det tifags grundmurede gavlhus opført som pigeskole (1829-30 af J.J. Wraae). Fredet 1988.
Haderslev;Præstegade 14 A;Haderslev tidl;1950;1751;Præstegård. Gavlhuset (1751). Fredet 1950.*
Haderslev;Præstegade 9;Præstegade 9;1988;1799;Det syvfags forhus mod kirkegården (før 1799, udv. 1808). Fredet 1988.
Haderslev;Ribe Landevej 3;Haderslev Amtsgård;1971;1760;Amtsgårdens hovedbygning (ca. 1760). Fredet 1971.*
Haderslev;Sejlstensgyde 7, hj;af Havnevej;1945;1700;Det Gamle Ridehus. Det gl. ridehus (1700-tallet). Fredet 1945.*
Haderslev;Sillerup Møllevej 35;Sillerup Mølle;1998;1859;Vindmøllen (1859), det dermed sammenbyggede motorhus (1927) med hjælpemotor (1914) og stuehuset (1859), det fritliggende bagehus med bageovn (1859) samt stald- og ladebygningen (1859, udvidet 1928). Fredet 1998.
Haderslev;Skovbøllingvej 35;Skovbøllingvej 35;2005;1934;Husmandsstedets stuehus, mellembygning og avlslænge (1934 af Peder Gram). Fredet 2005.
Haderslev;Slagtergade 14;Slagtergade 14;1988;1852;Det syvfags hjørnehus (1852). Fredet 1988.
Haderslev;Slotsgade 15;Slotsgade 15;1921;1632;Forhuset (1632 og senere) og de to i forlængelse af hinanden opførte sidehuse samt gårdens brolægning. Fredet 1921. Udvidet 1979.*
Haderslev;Slotsgade 20;Slotsgade 20;1945;1578;Gavlhuset med sidefløj og port (ca. 1578), udskud og sidehus i bindingsværk. Fredet 1945.*
Haderslev;Slotsgade 21;Slotsgade 21;1988;1821;Det tolvfags grundmurede gavlhus (1821) med sidebygningen (ca. 1835). Fredet 1988.*
Haderslev;Slotsgade 22;Slotsgade 22;1988;1600;Det nifags langhus (med bygningsdele og kælder før 1600, forhøjet ca. 1800). Fredet 1988.*
Haderslev;Slotsgade 23;Slotsgade 23;1921;1550;Forhuset (ca. 1550-70). Fredet 1921. Udvidet 1978.*
Haderslev;Slotsgade 24;Slotsgade 24;1989;1700;Det ottefags langhus i to etager (ca. 1700, ombygget væsentligt 1853). Fredet 1989.
Haderslev;Slotsgade 27;Slotsgade 27;1989;1840;Det grundmurede gavlhus (1840). Fredet 1989.*
Haderslev;Slotsgade 29;Slotsgade 29;1979;1816;Forhuset (slutn. af 1500-tallet) med udbygning på bagsiden (1816), det med forhuset sammenbyggede sidehus (1852) samt baghuset (formentlig stald fra før 1708). Fredet 1979.*
Haderslev;Slotsgade 31;Slotsgade 31;1921;1550;Gavlhuset med de dertil i forlængelse af hinanden opførte three sidehuse (ca. 1550-70) samt tværhuset. Fredet 1921. Udvidet 1978.*
Haderslev;Slotsgrunden 1;Slotsgrunden 1;1989;1834;Hjørnehuset (1834 af Paul Christiansen). Fredet 1989.
Haderslev;Slotsgrunden 2;Slotsgrunden 2;1989;1834;Det grundmurede gavlhus (1834, opført som sprøjtehus). Fredet 1989.
Haderslev;Slotsvej 48;Slotsvej 48;1986;1800;Havehuset (beg. af 1800-tallet) og hegnsmuren. Fredet 1986.*
Haderslev;Slotsvej 51;Åhuset;1945;1800;Beboelseshuset (ca. 1800). Fredet 1945.
Haderslev;Slotsvej 52;Slotskroen;1986;1800;Hovedbygningen og rejsestald (midten af 1800-tallet). Fredet 1986.
Haderslev;Slotsvej 54;Gram Slot;1924;1500;Den trefløjede hovedbygning (østfløjen ca. 1500-50, sydfløjen ca. 1670, ombygget ca. 1750, vestfløjen ca. 1750, kælder formentlig ældre). Fredet 1924.*
Haderslev;Slotsvej 56 og 56 A;Avlsgården;1945;;Stuehuset samt avlsgårdens nordlænge og de dermed sammenbyggede tre tværlænger. Fredet 1945.
Haderslev;Slotsvej 63 A-B;Teglmesterboligen og Teglværkshuset;1944;1800;Det grundmurede stuehus*, staldlængen* og teglværkshuset af bindingsværk (ca. 1800). Fredet 1944.
Haderslev;Store Klingbjerg 2;Store Klingbjerg 2;1988;1600;Det ellevefags bindingsværkshus (med bygningsdele og to kældre før 1600, udv. 1774 og 1809). Fredet 1988.*
Haderslev;Store Klingbjerg 5;Store Klingbjerg 5;1921;1799;Forhuset (1799-1807 med genanvendelse af en gavlbjælke fra ca. 1625). Fredet 1921. Udvidet 1978.*
Haderslev;Store Klingbjerg 7;Store Klingbjerg 7;1945;1600;Forhuset (1600-tallet, gavlkvist fra beg. af 1700-tallet, ombygget ca. 1830). Fredet 1945.*
Haderslev;Storegade 48;Storegade 48;1989;1881;Hjørnehuset (1881). Fredet 1989.*
Haderslev;Storegade 56;Storegade 56;1988;1853;Det lille femfags forhus (1853). Fredet 1988.
Haderslev;Storegade 65;Storegade 65;1989;1852;Det grundmurede forhus i to etager (1852). Fredet 1989.*
Haderslev;Storegade 66;Storegade 66;1989;1865;Det nifags grundmurede forhus (1865). Fredet 1989.*
Haderslev;Storegade 82;Storegade 82;1989;1834;Det grundmurede forhus i to etager (1834). Fredet 1989.
Haderslev;Storegade 86;Christina Frederica Stiftelsen;1989;1839;Det grundmurede ellevefags langhus i to etager (1839 af Paul Christiansen) med senere tilbygninger. Fredet 1989.*
Haderslev;Sønderballe Hoved 1;Sønderballe Hoved 1;1989;1800;Det fjortenfags stuehus (ca. 1800). Fredet 1989.*
Haderslev;Sønderbro 3-5;Hertug Hans' Hospital;1921;1569;Hospitalet (1569, 1726 og 1771) med annekset (1787). Fredet 1921.*
Haderslev;Torvet 13;Torvet 13;1981;1633;Gavlhuset (ca.1633) med sidelænge langs Højgade (ca. 1750, ombygget 1835). Fredet 1981.*
Haderslev;Torvet 14, hj;af Lavgade;1971;1600;Torvet 14. Gavlhuset (1600-tallet). Fredet 1971.*
Haderslev;Torvet 4;Torvet 4;1964;1600;Det 12 fag dybe gavlhus med den korte portlænge mod Torvet (ca. 1600). Fredet 1964.*
Haderslev;Torvet 5;Torvet 5;1921;1640;Gavlhuset med karnap (ca. 1640). Fredet 1921.*
Haderslev;Torvet 7;Torvet 7;1918;1600;Forhuset (1600-tallet). Fredet 1918.*
Haderslev;Torvet 8;Torvet 8;1983;;Resterne af den middelalderlige kælder. Fredet 1983.
Haderslev;Tørningvej 6 og 7;Tørning Mølle;1980;1907;Tørning Mølle. Hovedbygningen (midten af 1700-tallet, ombygget ved midten af 1800-tallet). Herredsfogedens Hus (antagelig begyndelsen af 1700-tallet), den søndre staldlænge (slutningen af 1700-tallet) og selve vandmøllen (1907) samt møllebroen med stemmeværk og sluse, bagløbet to terrænspring, pionerbroen med stemmeværk, piller og rækværk, friløbet, mølledammen samt brolægningen på vejen ved og foran møllen og på gårdspladsen ved Tørning Mølle. Fredet 1980. * Udvidet 2011.
Haderslev;Ultangvej 26;Ultanggård;2013;1884;Stuehuset (1884 af Alexander Wilhelm Prale). Fredet 2013.
Haderslev;Vestergade 4;Vestergade 4;1989;1759;"Det grundmurede otte fags forhus (1759 og senere; forhøjet 1913).Fredet 1989.*"
Haderslev;Vilstrup Præstevænge 21;Vilstrup Bullade;1968;1600;Bulladen (1600-tallet). Fredet 1968.*
Haderslev;Ørby 20;Ørby 20;1994;1641;Det fritliggende stuehus (midten af 1600-tallet), westlængen i bulkonstruktion (1641, flyttet i 1860) og østlængen i bulkonstruktion (1654, siden delvis omsat i grundmur). Fredet 1994.*
Haderslev;Ørby 6;Ørby 6;1994;;Den nordlige længe i gårdanlægget med bulkonstruktioner. Fredet 1994.
Haderslev;Øsby Nedergade 20;Øsby Præstegård;1954;1765;Hovedbygning (1765) og den øst derfor liggende længe med konfirmandsal. Fredet 1954.
Halsnæs;Amtsvejen 280 A og C;Grønnæssegård;1988;1777;Hovedbygning, ladebygning, staldbygninger, garage og elevbygning (1777-1930) med gårdsplads og brolagte kørebaner samt Rorupladen (1926). Fredet 1988.*
Halsnæs;Arresødalvej 65;Arresødal, Frederik VI's vagthus;1950;1800;Frederik VI's vagthus (beg. af 1800-tallet). Fredet 1950.
Halsnæs;Arresødalvej 99 A-D;Arresødal Kaserne;1950;1800;Den tidl. kasernebygning syd for Arresø kanal (ca. 1800). Fredet 1950.
Halsnæs;Hillerødvej 115;Birkely;1982;1856;Stuehuset og de tre sammenbyggede længer (1856) samt gårdspladsen. Fredet 1982.*
Halsnæs;Knud Rasmussensvej 9A;Knud Rasmussens Hus;2026;1917;Sommerhuset med garagebygning og vandpost (1917 af Helge Bojsen-Møller). Fredet 2026.
Halsnæs;Strandgade 12;Strandgade 12;1984;1763;Forhuset (1763). Fredet 1984.*
Halsnæs;Strandgade 20;Strandgade 20;1985;1770;Forhuset (ca. 1770). Fredet 1985.*
Halsnæs;Strandgade 22;Strandgade 22;1985;1770;Forhuset (ca. 1770). Fredet 1985.*
Halsnæs;Tollerupvej 2;Melby Kirkelade;1964;middelalder;Kirkeladebygningen (middelalder). Fredet 1964.
Halsnæs;Torvet 1;Torvet 1;1919;1800;Forhuset (ca. 1800). Fredet 1919.*
Halsnæs;Torvet 6;Hotel Frederiksværk;1919;1804;Forhuset (antagelig 1804). Fredet 1919.*
Hedensted;Aale Bygade 28;Åle Præstegård;1974;1672;Den gamle præstebolig (1672 og senere). Fredet 1974.*
Hedensted;Bjerrevej 353;Den tidl;1995;1846;Arrest. Hovedbygningen og den tilbageværende del af den første arrestbygning (1846) samt den nye arrestbygning (1911). Fredet 1995.*
Hedensted;Bjerrevej 388;Kalsbøl;1990;1844;Hovedbygningen (1844) og de to fritliggende sidefløje (1700-tallet) samt smedebygningen ved alléen. Fredet 1990.
Hedensted;Bjerrevej 412;Bjerrevej 412;1996;1850;Den trelængede gård (ca. 1850) samt den brostensbelagte gårdsplads med kastanietræet. Fredet 1996.
Hedensted;Fruensvej 15-17;Rask Hovedgård;1988;1840;Hovedbygningen, østfløjen med to udløberfløje og vestfløjen (1840 med genanvendelse af ældre bygningsdele) samt voldstedet med grave og de to broer. Fredet 1988.*
Hedensted;Gammel Vejlevej 2;Williamsborg;1918;1774;Hovedbygning med sidefløje (1774, sidefløjene lidt yngre). Fredet 1918.
Hedensted;Jensgårdvej 11;Jensgård;1986;1800;Den trefløjede hovedbygning med udløberfløj mod vest (ca. 1750-1800), avlsgårdens øst- og vestlænge med portbygningen (1800-tallet) samt gårdspladsens brolægning. Fredet 1986.*
Hedensted;Lhombrevej 4;Skerrildgård;1945;1766;Hovedbygningen (1766) med sidefløj samt hegnsmur og portpiller. Fredet 1945.
Hedensted;Palsgaardvej 2;Palsgaard;1939;1500;Den trefløjede hovedbygning (ca. 1500, helt ombygget 1803-06 af Philip Lange). Fredet 1939.*
Hedensted;Rosenvoldvej 21;Rosenvold;1918;1585;Hovedbygningen (1585, ombygget 1817). Fredet 1918.
Hedensted;Tønballevej 1;Tønballegård;1987;1887;Hovedbygningen og den trelængede avlsgård (1887-88 af Hector Estrup). Fredet 1987. *
Helsingør;Anna Queens Stræde 2, tidl;Gyldenstræde 2;1919;1700;Anna Queens Stræde 2. Sidelænge mod Anna Queens Stræde (ca. 1700). Fredet 1919.*
Helsingør;Baggesensvej 1-5 og 2-8;Romerhusene, Baggesensvej;1987;1957;Gårdhusene med tilhørende gårdhaver og hegnsmure (1957-61 af Jørn Utzon). Fredet 1987. (*: Baggesensvej 1, 3, 5, 6 og 8).
Helsingør;Bjergegade 11, hj;af Sankt Olaigade;1945;1800;Bjergegade 11. Bygningerne mod Bjergegade og Sankt Olaigade (ca. 1800). Fredet 1945.*
Helsingør;Bjergegade 30 A og C;Den Eckhardtske Stiftelse;1919;1700;Forhuset og den bagved liggende bindingsværksbygning (muligvis fra ca. 1700, antagelig ombygget 1781). Fredet 1919.*
Helsingør;Bjergegade 32;Bjergegade 32;1932;;Forhuset. Fredet 1932.*
Helsingør;Bragesvej 1-79;Gurrevejsstiftelsen;1995;1919;Etageboligbebyggelsen bestående af tre karréer (1919-21 af Poul Holsøe). Fredet 1995*.
Helsingør;Bøssemagergade 19;Proberhuset, Hellebæk;1959;;De to sammenbyggede længer. Fredet 1959.
Helsingør;Bøssemagergade 21;Hellebæk Hammermølle;1960;1765;Stuehuset og vandmøllen (1765). Fredet 1960.
Helsingør;Bøssemagergade 24-28;Bøssemagergade 24-28, Hellebæk;1950;1700;Forhuset, udhuset og vinkelhuset (1700-tallet). Fredet 1950.*
Helsingør;Bøssemagergade 30 A-B og 32 A-B;Bøssemagergade 30 A-B og 32 A-B, Hellebæk;1950;1700;Forhuset (1700-tallet). Fredet 1950.*
Helsingør;Bøssemagergade 34 A-B og 36 A-B;Bøssemagergade 34 A-B og 36 A-B, Hellebæk;1950;1700;Forhuset (1700-tallet). Fredet 1950.*
Helsingør;Bøssemagergade 38-54;Bøssemagergade 38-54, Hellebæk;1950;1700;Forhuset samt de tre bagved liggende baghuse (1700-tallet). Fredet 1950.*
Helsingør;Bøssemagergade 56 A-C;Bøssemagergade 56 A-C, Hellebæk;1950;1700;Forhuset (1700-tallet). Fredet 1950.*
Helsingør;Bøssemagergade 58 A-C;Bøssemagergade 58 A-C, Hellebæk;1950;1700;Forhuset (1700-tallet). Fredet 1950.*
Helsingør;Bøssemagergade 60;Bøssemagergade 60, Hellebæk;2017;1800;Administratorboligen, bestående af hovedbygning (ca. 1800) og tværbygning (ca. 1850), med have. Fredet 2017.*
Helsingør;Bøssemagergade 64;Espansiva-Huset;2024;1970;Villa med garage, havemure, gårdhave og betonstensbelægninger (1970 af Jørn Utzon). Fredet 2024.
Helsingør;Carl Plougsvej 11-59;Romerhusene, Carl Plougsvej;1987;1957;Gårdhusene med tilhørende gårdhaver og hegnsmure (1957-61 af Jørn Utzon). Fredet 1987. (*: Carl Plougsvej 37, 41, 43, 45, 47, 49, 51, 53, 55, 57 og 59).
Helsingør;Carl Plougsvej, Kingosvej, Gurrevej;Romerhusenes Friarealer;1987;;Friarealer med beplantning og tilhørende sø samt tilkørselsveje, pladser og stier. Fredet 1987.
Helsingør;Caroline Mathildesvej 1;Caroline Mathildesvej 1;1987;1750;Forhuset og sidehuset (ca. 1750). Fredet 1987.
Helsingør;Caroline Mathildesvej 2;Probermesterens Hus, Hellebæk;1950;1750;Forhuset (ca. 1750, ombygget ca. 1800), de to udhuse (ca. 1850) samt den brolagte gårdsplads mellem bygningerne. Fredet 1950. Udvidet 1989.
Helsingør;Erling Jensens Vej 1 (tidl;Gl Hellebækvej 70);2011;1969;Lo-skolen. Lo-skolen med omgivelser (1969 med tilbygninger 1974-1987 af arkitekterne Karen og Ebbe Clemmensen samt Jarl Heger og af landskabsarkitekt Agnete Muusfeldt). Fredet 2011.
Helsingør;Gammel Strandvej 410 B;Tibberup Mølle;1950;1870;Vindmøllen (1870). Fredet 1950.*
Helsingør;Gurreholmvej 6;Fairy Hill;1959;1820;Hovedbygningen (1820 ff.). Fredet 1959.*
Helsingør;Gurrevej 447;Valdemarslund;1982;1800;Stuehuset og de to udhuslænger (beg. af 1800-tallet, hovedbygningen forlænget ca. 1850) samt havehuset. Fredet 1982.*
Helsingør;Hauchsvej 2-6 og 9-15;Romerhusene, Hauchsvej;1987;1957;Gårdhusene med tilhørende gårdhaver og hegnsmure (1957-61 af Jørn Utzon). Fredet 1987. (*: Hauchsvej 2, 4, 6, 11 og 15).
Helsingør;Havnegade /Kongekajen;Fairbairns svingkran;2013;1862;Svingkranen (1862 af ingeniør William Fairbairn) med granitfundament. Fredet 2013.
Helsingør;Havnepladsen 1 og Strandgade 72;Toldkammeret, Helsingør;1979;1891;Den trefløjede toldkammerbygning (1891 af J.D. Herholdt), den samtidige mur ud mod Strandgade samt gårdspladsen med dens belægning. Fredet 1979. Udvidet 1997.
Helsingør;Hestemøllestræde 2 B-C;Hestemøllestræde 2 B-C;1981;1736;Huset på hjørnet af Kirkestræde og Hestemøllestræde og sidelængen langs Hestemøllestræde (før 1736, forhøjet før 1761). Fredet 1981.*
Helsingør;Hestemøllestræde 3 A-C;Karmeliterklostret;1950;1450;De tre klosterfløje og søndre korsgang (ca. 1450-1500) samt hospitalsforstanderens bolig nord herfor, novicehus og kapel øst for klostrets østfløj og portpartiet ved klosterkirkens sydøstlige hjørne. Fredet 1950. Udvidet 1985.*
Helsingør;Holger Drachmannsvej 2-14 og 1-11;Romerhusene, Holger Drachmannsvej;1987;1957;Gårdhusene med tilhørende gårdhaver og hegnsmure (1957-61 af Jørn Utzon). Fredet 1987. (*: Holger Drachmannsvej 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14).
Helsingør;Jernbanevej 7;Helsingør Posthus;1990;1890;Posthuset (1890-91 af N.P. Holsøe). Fredet 1990.*
Helsingør;Jernbanevej 9 (tidl;11);1990;1890;Ilgodspakhuset. Ilgodspakhuset (1890-91 af N.P. Holsøe). Fredet. 1990.*
